ID,Q2,Q3,Q3.17.s,Q4,Q5,Q6.1,Q6.2,Q6.3,Q7.1,Q7.2,Q7.3,Q8.1,Q8.2,Q8.3,Q9.1,Q9.2,Q9.3,Q10.1,Q10.2,Q10.3,Q11.1,Q11.2,Q11.3,Q12.1,Q12.2,Q12.3,Q12.4,Q13.1,Q13.2,Q13.3,Q13.4,Q14.1,Q14.2,Q14.3,Q15.1,Q15.2,Q15.3,Q16.1,Q16.2,Q16.3,Q16.4,Q17.1,Q17.2,Q17.3,Q17.4,Q18.1,Q18.2,Q18.3,Q18.4,Q18.5,Q18.6,Q18.7,Q19.1,Q19.2,Q19.3,Q19.4,Q19.5,Q19.6,Q19.7,Q20.1,Q20.2,Q20.3,Q20.4,Q20.5,Q20.6,Q20.7,Q21.1,Q21.2,Q21.3,Q21.4,Q21.5,Q21.6,Q21.7,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31,Q32
251,I worked in an office environment all of the time,"Government / Defense (e.g. Government Agencies, Defense Contractors, Intelligence, Federal Civilian)",,Administrative or Support Staff,Full time (5 days) working remotely,4,4,2,4,4,5,2,4,4,4,3,3,4,4,2,5,4,3,2,5,4,4,2,4,2,4,3,1,1,1,1,1,2,3,1,1,1,4,5,5,2,1,4,1,1,2,2,4,3,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,3,5,5,63,55-99,Female,Owned house,"$25,000 - $49,999",Single / Never married,White,Full-time work,High school/Tertiary/Tech. College,Pennsylvania,Northeast
252,I worked in an office environment all of the time,"Financial Services (e.g. Banking, Insurance, FinTech, Private Equity)",,Professional Staff,Full time (5 days) working remotely,4,4,4,3,3,3,3,3,3,4,4,3,3,4,3,3,4,3,4,4,4,2,3,2,3,1,2,3,4,4,2,3,4,2,3,2,4,1,4,2,5,4,3,5,4,3,2,5,2,2,2,1,1,1,5,4,2,1,2,3,4,5,2,1,2,4,3,3,62,55-99,Female,Rented house,"$25,000 - $49,999",Divorced,White,Full-time work,High school/Tertiary/Tech. College,Maryland,South
253,I worked in an office environment all of the time,Other (please specify),Chemical,Manager,Full time (5 days) working remotely,4,5,4,4,5,5,5,4,5,5,5,4,5,5,4,5,4,5,4,5,5,4,5,4,5,4,5,4,4,4,4,5,4,4,5,3,4,4,5,5,4,5,3,4,3,4,5,4,4,5,3,4,5,3,4,4,3,5,3,4,5,3,4,5,5,4,3,4,41,35-44,Male,Owned house,"$80,000 - $99,999",Married,Black or African American,Full-time work,University/Higher Education,Oklahoma,South
254,I worked in an office environment all of the time,"Design (e.g. Architecture, Interior Design, Graphic Design, Industrial Design, Product Design, UX, Service Design)",,Administrative or Support Staff,Full time (5 days) working remotely,5,5,5,5,5,5,4,5,5,5,5,5,4,3,4,5,5,4,5,3,4,4,5,3,4,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,3,3,2,5,3,3,4,3,3,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,67,55-99,Female,Rented apartment,"$50,000 - $79,999",Single / Never married,White,Full-time work,University/Higher Education,California,West
255,I worked in an office environment all of the time,"Hospitality (e.g. Hotel, Leisure, Travel)",,Manager,Full-time (5 days) in the office,4,4,4,3,3,3,4,4,4,2,2,3,4,4,4,3,3,3,4,4,3,4,3,2,2,2,3,4,4,3,2,3,4,4,4,3,4,4,4,4,3,4,2,4,4,4,3,2,3,2,3,2,2,3,4,4,3,4,4,4,4,3,3,2,3,3,3,3,53,45-54,Female,Owned house,"$80,000 - $99,999",Married,White,Full-time work,University/Higher Education,Florida,South
256,I worked in an office environment most of the time,"Consumer Goods (e.g. Commercial Goods, Fashion & Beauty, Food & Beverage, Automotive, Personal Electronics)",,Manager,Full-time (5 days) in the office,5,5,4,5,5,5,4,5,4,5,5,5,4,4,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,3,5,5,4,4,3,4,4,4,1,4,5,5,4,4,5,3,5,3,3,4,2,4,1,5,5,5,5,5,5,5,5,39,35-44,Female,Owned house,"$50,000 - $79,999",Married,White,Full-time work,High school/Tertiary/Tech. College,Texas,South
257,I worked in an office environment all of the time,"Government / Defense (e.g. Government Agencies, Defense Contractors, Intelligence, Federal Civilian)",,Professional Staff,Full-time (5 days) in the office,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,5,4,4,4,5,5,5,5,5,4,4,3,4,4,4,4,4,4,4,3,2,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,3,3,54,45-54,Female,Owned house,"$100,000 - $149,999",Married,White,Full-time work,High school/Tertiary/Tech. College,Maryland,South
258,I worked in an office environment some of the time,"Industrial (e.g. Manufacturing, Construction, Engineering, etc.)",,Technical Staff,Full-time (5 days) in the office,5,4,4,4,4,4,4,4,4,3,3,3,4,4,2,3,4,2,3,2,2,4,4,2,2,4,2,4,4,4,3,3,2,2,3,2,3,4,4,4,3,2,1,3,4,2,1,3,3,3,4,4,2,3,3,4,4,2,4,5,2,4,4,4,4,4,4,2,46,45-54,Male,Owned house,"$50,000 - $79,999",Divorced,White,Full-time work,Postgraduate Education,Pennsylvania,Northeast
259,I worked in an office environment some of the time,"Media (e.g. Advertising, PR, Music, Publishing, Broadcasting, Entertainment, Film, Television, Creative)",,Technical Staff,Full-time (5 days) in the office,4,4,4,4,4,4,4,5,4,4,5,4,4,4,4,5,4,4,4,4,4,5,4,4,4,4,3,4,4,3,3,3,3,3,4,3,3,3,4,3,4,4,4,4,4,5,3,4,4,4,4,3,5,3,5,4,5,4,4,5,3,5,4,5,4,3,5,3,56,55-99,Male,Owned apartment,"$80,000 - $99,999",Domestic partnership / Living with partner,White,Full-time work,University/Higher Education,New York,Northeast
260,I worked in an office environment all of the time,"Education (e.g. Primary Education, Secondary Education, Post-graduate Education)",,Professional Staff,Full-time (5 days) in the office,2,5,4,4,5,4,2,3,4,3,3,4,5,2,4,3,4,4,4,3,4,5,5,1,2,4,2,3,1,2,3,3,5,3,4,2,2,3,4,3,3,3,1,2,4,1,2,2,4,3,2,2,1,4,2,3,2,2,2,1,3,4,3,1,3,2,2,3,35,35-44,Female,Rented house,"$25,000 - $49,999",Married,White,Full-time work,University/Higher Education,Wisconsin,Midwest
261,I worked in an office environment most of the time,Other (please specify),Print,Manager,"3 days working remotely, 2 days in the office",3,4,4,2,3,5,4,4,4,3,1,4,4,4,4,4,4,4,4,4,4,4,2,4,3,4,4,4,4,4,3,3,3,3,4,3,4,4,4,2,4,4,4,4,4,4,4,4,3,5,4,3,2,3,5,5,5,5,2,5,5,4,3,5,5,5,2,4,38,35-44,Female,Rented house,"$25,000 - $49,999",Single / Never married,Black or African American,Full-time work,University/Higher Education,New York,Northeast
262,I worked in an office environment all of the time,"Consumer Goods (e.g. Commercial Goods, Fashion & Beauty, Food & Beverage, Automotive, Personal Electronics)",,Technical Staff,Full time (5 days) working remotely,4,4,4,5,5,5,4,5,5,5,5,5,4,4,4,4,4,4,5,4,4,3,5,4,4,2,4,3,3,4,1,3,3,5,4,3,5,5,5,5,2,4,1,2,5,2,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,55,55-99,Female,Owned house,"$150,000 - $199,999",Married,White,Full-time work,High school/Tertiary/Tech. College,Illinois,Midwest
263,I worked in an office environment all of the time,"Education (e.g. Primary Education, Secondary Education, Post-graduate Education)",,Manager,Full time (5 days) working remotely,5,5,5,4,4,5,5,4,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,5,5,5,5,4,4,5,4,4,4,5,4,4,4,5,4,5,5,4,4,4,4,5,4,4,5,4,5,5,4,4,5,4,5,4,34,25-34,Male,Owned house,"$100,000 - $149,999",Married,White,Full-time work,University/Higher Education,Texas,South
264,I worked in an office environment all of the time,"Government / Defense (e.g. Government Agencies, Defense Contractors, Intelligence, Federal Civilian)",,Professional Staff,"3 days working remotely, 2 days in the office",3,4,4,4,4,5,4,3,3,3,3,3,4,5,3,4,5,3,4,3,2,2,4,3,2,4,4,4,4,5,4,4,4,4,4,4,4,3,4,4,3,3,3,4,4,3,3,3,3,2,3,4,3,2,4,4,4,4,3,4,3,4,4,4,4,4,3,3,70,55-99,Male,Owned house,"$150,000 - $199,999",Married,Asian,Full-time work,University/Higher Education,Hawaii,West
266,I worked in an office environment all of the time,"Healthcare (e.g. Medical, Mental Health, Outpatient Care)",,Professional Staff,Full time (5 days) working remotely,5,5,5,4,5,5,4,4,4,4,4,4,4,4,4,4,5,4,5,4,4,4,5,4,4,4,3,4,3,4,4,4,3,4,5,4,5,4,4,4,4,4,4,4,4,4,4,4,5,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,51,45-54,Female,Owned house,"$150,000 - $199,999",Married,White,Full-time work,University/Higher Education,Georgia,South
268,I worked in an office environment all of the time,"Industrial (e.g. Manufacturing, Construction, Engineering, etc.)",,Professional Staff,Full-time (5 days) in the office,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,5,5,4,4,5,4,4,5,4,4,4,4,4,4,4,4,4,5,4,4,5,4,5,4,4,4,4,4,5,5,4,5,4,5,4,5,4,4,4,4,4,4,4,4,24,18-24,Male,Owned house,"$50,000 - $79,999",Married,White,Full-time work,High school/Tertiary/Tech. College,South Carolina,South
270,I worked in an office environment all of the time,"Industrial (e.g. Manufacturing, Construction, Engineering, etc.)",,Administrative or Support Staff,Full time (5 days) working remotely,5,5,5,5,5,5,4,4,3,4,3,4,4,4,4,4,4,5,4,3,5,5,4,3,5,5,4,4,5,4,3,5,3,3,3,3,4,4,5,4,3,3,3,3,3,3,3,5,5,5,5,4,5,5,2,2,4,2,3,4,4,4,3,3,4,4,4,3,37,35-44,Female,Owned house,"$80,000 - $99,999",Single / Never married,White,Full-time work,University/Higher Education,Pennsylvania,Northeast
273,I worked in an office environment all of the time,"Consumer Goods (e.g. Commercial Goods, Fashion & Beauty, Food & Beverage, Automotive, Personal Electronics)",,Administrative or Support Staff,Full time (5 days) working remotely,3,2,2,5,4,5,2,4,2,5,4,5,2,1,2,5,4,5,3,1,1,2,5,4,4,5,2,1,1,5,5,3,1,2,1,1,5,5,5,5,2,1,4,2,3,2,2,5,4,4,5,4,5,5,5,5,5,5,4,5,4,5,4,5,5,5,5,5,39,35-44,Female,Owned house,"$15,000 - $24,999",Single / Never married,White,Full-time work,University/Higher Education,Nevada,West
275,I worked in an office environment some of the time,"Consumer Goods (e.g. Commercial Goods, Fashion & Beauty, Food & Beverage, Automotive, Personal Electronics)",,Manager,Full-time (5 days) in the office,2,2,4,2,2,4,2,1,1,3,1,2,4,4,1,3,3,2,2,3,1,2,4,3,1,3,3,2,4,1,1,2,3,1,4,3,2,2,3,1,4,5,4,2,3,2,2,2,3,2,4,2,1,3,5,5,5,5,2,5,4,4,4,4,4,3,3,4,44,35-44,Male,Owned house,"$15,000 - $24,999",Single / Never married,Asian,Full-time work,High school/Tertiary/Tech. College,California,West
276,I worked in an office environment all of the time,"Industrial (e.g. Manufacturing, Construction, Engineering, etc.)",,Administrative or Support Staff,Full time (5 days) working remotely,1,3,1,5,4,4,3,4,4,5,1,4,3,3,1,3,5,5,3,1,4,4,5,4,5,3,2,1,1,1,1,3,3,5,4,1,3,5,5,3,3,3,5,3,3,1,3,4,4,1,5,5,3,4,5,5,5,5,5,5,5,5,4,3,5,5,1,5,39,35-44,Male,Rented apartment,"$15,000 - $24,999",Single / Never married,Black or African American,Full-time work,High school/Tertiary/Tech. College,North Carolina,South
277,I worked in an office environment all of the time,"Government / Defense (e.g. Government Agencies, Defense Contractors, Intelligence, Federal Civilian)",,Administrative or Support Staff,Full-time (5 days) in the office,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,3,4,4,4,4,4,3,3,4,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,2,4,4,4,4,4,2,3,3,3,3,4,3,3,56,55-99,Female,Rented house,"$25,000 - $49,999",Divorced,White,Full-time work,University/Higher Education,Connecticut,Northeast
279,I worked in an office environment some of the time,"Healthcare (e.g. Medical, Mental Health, Outpatient Care)",,Professional Staff,Full time (5 days) working remotely,4,4,4,3,4,4,2,2,2,4,3,4,4,4,3,4,4,4,2,2,4,4,3,2,3,3,4,4,2,2,2,2,4,2,4,2,3,4,4,4,4,4,3,4,2,4,3,4,4,1,4,4,3,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,49,45-54,Female,Owned house,#NULL!,Married,White,Full-time work,University/Higher Education,North Carolina,South
280,I worked in an office environment all of the time,"Sciences (e.g. Pharma, Biotech, Life Sciences, Forensics & Diagnostics, Medical Hardware & Robotics)",,Professional Staff,Full time (5 days) working remotely,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,5,5,5,5,5,5,3,5,4,5,3,5,5,5,4,5,3,5,4,1,5,3,4,3,3,3,3,4,3,4,3,3,3,4,3,3,3,3,3,3,3,3,46,45-54,Male,Owned house,"$80,000 - $99,999",Married,Asian,Full-time work,High school/Tertiary/Tech. College,Texas,South
281,I worked in an office environment all of the time,"Education (e.g. Primary Education, Secondary Education, Post-graduate Education)",,Professional Staff,Full-time (5 days) in the office,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,4,5,3,5,5,5,3,3,4,3,4,4,4,4,4,4,2,4,5,4,4,5,4,4,5,4,4,3,5,3,3,4,4,4,4,72,55-99,Female,Owned apartment,"$25,000 - $49,999",Widowed,White,Full-time work,University/Higher Education,Massachusetts,Northeast
283,I worked in an office environment all of the time,Other (please specify),Transportation,Professional Staff,Full-time (5 days) in the office,4,5,5,4,4,5,4,4,5,4,4,4,4,4,4,4,3,4,5,4,4,4,4,3,3,3,4,5,5,4,4,3,4,4,5,2,4,4,4,2,4,3,2,4,4,2,4,4,3,3,3,4,3,4,4,3,4,4,4,4,2,4,2,3,4,4,3,3,37,35-44,Male,Owned house,"$80,000 - $99,999",Married,White,Full-time work,University/Higher Education,Arkansas,South
284,I worked in an office environment most of the time,"Hospitality (e.g. Hotel, Leisure, Travel)",,Professional Staff,"2 days working remotely, 3 days in the office",4,4,4,4,3,3,4,4,4,4,3,3,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,3,3,4,3,3,4,2,3,2,4,2,2,4,2,2,2,2,1,2,4,4,4,4,4,5,4,4,3,4,3,3,4,4,61,55-99,Female,Owned apartment,"$25,000 - $49,999",Divorced,Black or African American,Full-time work,High school/Tertiary/Tech. College,South Carolina,South
286,I worked in an office environment most of the time,"Technology (e.g. Internet. Hardware, Software, Telecommunications, eCommerce)",,Technical Staff,Full time (5 days) working remotely,4,5,4,4,4,5,4,4,5,3,3,4,4,5,4,3,4,4,5,4,4,4,4,3,4,3,4,4,2,3,3,1,4,5,5,4,3,4,5,4,4,4,4,4,4,5,5,4,4,2,5,5,4,3,4,4,5,4,5,5,4,4,3,2,5,5,4,3,35,35-44,Male,Owned house,"$80,000 - $99,999",Married,White,Full-time work,University/Higher Education,Indiana,Midwest
287,I worked in an office environment all of the time,"Financial Services (e.g. Banking, Insurance, FinTech, Private Equity)",,Director,Full time (5 days) working remotely,4,4,4,4,5,5,4,5,5,4,4,4,4,4,4,4,4,4,4,3,4,2,4,4,4,4,5,5,3,4,3,2,4,4,5,5,4,4,3,4,4,4,5,5,5,5,5,4,4,5,4,5,5,5,4,4,4,5,5,4,4,5,4,5,5,5,5,5,42,35-44,Female,#NULL!,"$25,000 - $49,999",#NULL!,Hispanic or Latino,Full-time work,#NULL!,New York,Northeast
289,I worked in an office environment all of the time,"Management Advisory (e.g. Accounting, Consulting, Business Services, Real Estate, Development)",,Manager,"3 days working remotely, 2 days in the office",4,4,4,5,5,4,4,4,5,3,3,4,4,4,4,5,5,4,4,3,4,3,5,4,4,4,4,4,4,5,4,5,4,4,3,4,4,4,4,5,4,4,3,4,4,4,3,4,4,4,5,4,3,4,4,4,5,3,4,4,4,3,4,4,4,4,5,4,32,25-34,Male,Rented house,"$50,000 - $79,999",Single / Never married,Asian,Full-time work,High school/Tertiary/Tech. College,California,West
290,I worked in an office environment most of the time,"Technology (e.g. Internet. Hardware, Software, Telecommunications, eCommerce)",,Manager,Full time (5 days) working remotely,4,4,4,4,4,5,4,5,4,5,4,4,5,4,3,5,4,4,3,4,4,4,5,4,4,4,3,4,4,3,4,4,4,4,4,3,3,5,4,5,4,4,4,4,5,4,5,3,3,4,5,5,3,3,5,5,5,5,5,5,5,4,3,4,4,5,4,4,34,25-34,Female,Owned house,"$150,000 - $199,999",Married,White,Full-time work,University/Higher Education,Colorado,West
291,I worked in an office environment all of the time,"Financial Services (e.g. Banking, Insurance, FinTech, Private Equity)",,Administrative or Support Staff,Full-time (5 days) in the office,4,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,4,4,5,4,4,4,5,4,5,5,5,4,4,4,4,5,3,5,4,5,5,5,4,5,3,3,5,1,4,4,5,4,4,5,4,5,3,4,3,4,3,2,3,4,4,4,5,4,4,5,39,35-44,Female,Rented apartment,"$80,000 - $99,999",Married,Hispanic or Latino,Full-time work,University/Higher Education,Florida,South
293,I worked in an office environment most of the time,"Healthcare (e.g. Medical, Mental Health, Outpatient Care)",,Professional Staff,"1 day working remotely, 4 days in the office",4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,2,3,5,4,5,5,3,2,3,3,2,2,3,5,4,3,4,4,3,3,5,4,5,5,5,5,4,5,4,3,4,4,3,4,65,55-99,Female,Owned apartment,"$150,000 - $199,999",Divorced,White,Full-time work,University/Higher Education,North Carolina,South
294,I worked in an office environment most of the time,"Consumer Goods (e.g. Commercial Goods, Fashion & Beauty, Food & Beverage, Automotive, Personal Electronics)",,Manager,Full-time (5 days) in the office,4,4,4,5,5,5,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,5,5,4,5,4,4,3,4,4,4,4,4,4,4,5,5,4,4,4,2,3,4,4,4,4,3,2,2,4,4,3,4,4,2,4,4,4,4,4,3,2,3,3,4,3,3,39,35-44,Male,Rented house,"$100,000 - $149,999",Married,White,Full-time work,High school/Tertiary/Tech. College,California,West
295,I worked in an office environment most of the time,Other (please specify),Human Resources/Payroll,Professional Staff,"4 days working remotely, 1 day in the office",5,5,4,5,5,5,5,5,5,5,4,5,4,4,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,4,4,4,5,4,4,3,5,5,5,4,5,2,1,3,5,3,4,5,5,5,5,5,5,5,4,2,1,1,5,1,4,54,45-54,Female,Owned house,#NULL!,Married,Black or African American,Full-time work,University/Higher Education,Ohio,Midwest
298,I worked in an office environment all of the time,"Technology (e.g. Internet. Hardware, Software, Telecommunications, eCommerce)",,Executive Leadership,Full time (5 days) working remotely,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,4,5,4,5,5,5,5,4,5,5,5,5,5,5,4,5,4,4,5,5,5,4,5,4,5,4,4,5,5,5,4,4,5,4,4,5,5,5,4,5,5,4,5,5,4,4,5,37,35-44,Male,Owned house,"$100,000 - $149,999",Married,White,Full-time work,University/Higher Education,Illinois,Midwest
299,I worked in an office environment all of the time,"Industrial (e.g. Manufacturing, Construction, Engineering, etc.)",,Administrative or Support Staff,Full time (5 days) working remotely,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,3,3,3,3,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,3,4,4,5,3,5,4,30,25-34,Female,Rented house,"$25,000 - $49,999",Married,White,Full-time work,High school/Tertiary/Tech. College,Michigan,Midwest
300,I worked in an office environment all of the time,"Healthcare (e.g. Medical, Mental Health, Outpatient Care)",,Professional Staff,Full-time (5 days) in the office,4,4,2,4,5,4,3,4,3,4,4,4,4,3,3,4,4,4,3,3,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,56,55-99,Female,Owned house,"$100,000 - $149,999",Married,White,Full-time work,University/Higher Education,Michigan,Midwest
301,I worked in an office environment all of the time,"Education (e.g. Primary Education, Secondary Education, Post-graduate Education)",,Technical Staff,Full time (5 days) working remotely,4,4,4,4,2,2,5,4,4,5,4,4,5,5,5,4,5,5,5,4,4,5,4,4,4,4,4,4,4,4,3,4,4,5,5,4,4,4,5,5,4,2,4,5,4,2,5,5,4,4,4,4,4,4,4,2,5,4,5,2,4,4,2,5,4,5,2,4,66,55-99,Female,Owned house,"$25,000 - $49,999",Married,White,Full-time work,University/Higher Education,Tennessee,South
303,I worked in an office environment all of the time,"Management Advisory (e.g. Accounting, Consulting, Business Services, Real Estate, Development)",,Professional Staff,Full time (5 days) working remotely,4,4,5,3,3,4,3,4,4,4,3,3,5,4,5,4,4,5,4,4,3,3,3,3,3,3,4,4,4,3,4,3,4,4,4,2,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,3,4,4,4,4,4,4,4,3,4,3,3,4,3,3,59,55-99,Male,Owned house,"$25,000 - $49,999",Married,White,Full-time work,University/Higher Education,Pennsylvania,Northeast
304,I worked in an office environment all of the time,"Education (e.g. Primary Education, Secondary Education, Post-graduate Education)",,Professional Staff,Full-time (5 days) in the office,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,4,4,4,5,5,4,5,5,70,55-99,Female,Owned apartment,"$100,000 - $149,999",Single / Never married,White,Full-time work,University/Higher Education,Rhode Island,Northeast
305,I worked in an office environment all of the time,"Technology (e.g. Internet. Hardware, Software, Telecommunications, eCommerce)",,Executive Leadership,Full time (5 days) working remotely,4,4,4,5,5,4,5,3,5,5,4,4,5,4,4,4,4,3,4,5,5,4,4,5,4,4,5,4,4,5,5,4,4,4,4,4,3,5,5,3,4,4,5,4,3,5,4,4,5,5,4,5,5,4,4,3,5,5,5,4,5,3,4,3,4,5,5,4,31,25-34,Female,#NULL!,"$200,000 or more",#NULL!,Hispanic or Latino,Full-time work,University/Higher Education,District of Columbia,South
306,I worked in an office environment all of the time,"Financial Services (e.g. Banking, Insurance, FinTech, Private Equity)",,Manager,"4 days working remotely, 1 day in the office",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,4,5,4,5,4,4,5,5,5,4,5,5,4,5,5,5,5,5,4,5,5,4,5,5,5,5,5,4,5,5,55,55-99,Male,Owned house,"$50,000 - $79,999",Single / Never married,White,Full-time work,High school/Tertiary/Tech. College,Kansas,Midwest
307,I worked in an office environment all of the time,"Financial Services (e.g. Banking, Insurance, FinTech, Private Equity)",,Professional Staff,Full time (5 days) working remotely,3,3,3,3,4,4,3,4,3,3,5,3,4,3,3,4,3,3,3,4,3,3,4,3,3,4,4,4,5,3,4,3,3,1,5,3,3,3,3,4,4,5,4,5,3,5,3,3,3,3,4,3,3,4,4,3,3,3,3,5,4,4,4,5,4,4,5,5,23,18-24,Male,Rented apartment,"$25,000 - $49,999",Married,Black or African American,Full-time work,University/Higher Education,Florida,South
309,I worked in an office environment all of the time,"Legal (e.g. Lawyers, Attorneys, Paralegals, Other legal service providers)",,Partner/Vice President,Full-time (5 days) in the office,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,5,5,4,4,5,5,5,5,5,4,4,4,4,4,2,2,4,4,4,4,2,3,3,3,2,3,3,4,4,4,4,4,4,3,3,3,3,3,2,3,2,46,45-54,Male,Owned apartment,"$200,000 or more",Married,White,Full-time work,University/Higher Education,Connecticut,Northeast
311,I worked in an office environment all of the time,"Education (e.g. Primary Education, Secondary Education, Post-graduate Education)",,Administrative or Support Staff,Full-time (5 days) in the office,2,4,3,3,4,4,3,4,2,3,3,3,4,3,3,4,3,3,3,2,4,4,3,3,3,3,4,4,4,3,3,2,3,3,4,3,3,3,4,3,1,4,1,2,3,4,3,3,3,3,3,3,3,3,4,4,4,3,4,4,3,3,3,3,3,3,3,3,60,55-99,Female,Owned house,#NULL!,Widowed,White,Full-time work,High school/Tertiary/Tech. College,Maine,Northeast
312,I worked in an office environment all of the time,"Financial Services (e.g. Banking, Insurance, FinTech, Private Equity)",,Professional Staff,Full time (5 days) working remotely,3,5,4,3,3,4,4,4,5,4,4,4,4,4,4,5,4,5,3,4,5,3,5,3,4,4,3,3,3,4,4,3,4,3,4,3,3,3,3,4,4,4,4,4,4,3,4,4,4,3,4,3,4,4,4,4,4,3,3,4,4,4,4,4,4,3,3,4,41,35-44,Male,Owned house,"$50,000 - $79,999",Domestic partnership / Living with partner,Hispanic or Latino,Full-time work,High school/Tertiary/Tech. College,Florida,South
314,I worked in an office environment some of the time,"Healthcare (e.g. Medical, Mental Health, Outpatient Care)",,Director,Full time (5 days) working remotely,3,4,3,3,3,4,2,3,3,4,3,3,3,4,3,4,3,3,2,2,3,4,4,5,4,4,4,4,5,4,3,3,4,3,4,3,3,4,3,4,4,2,3,3,3,3,3,3,4,3,3,3,3,2,5,5,4,4,4,5,3,4,5,4,4,4,4,3,72,55-99,Female,Owned apartment,"$25,000 - $49,999",Single / Never married,White,Full-time work,University/Higher Education,Arizona,West
315,I worked in an office environment all of the time,"Government / Defense (e.g. Government Agencies, Defense Contractors, Intelligence, Federal Civilian)",,Professional Staff,Full-time (5 days) in the office,4,4,3,3,4,4,2,2,2,4,4,4,2,1,2,3,4,3,1,1,1,1,5,3,5,4,4,3,4,5,3,4,4,2,3,2,3,3,3,4,3,3,3,2,4,1,2,3,3,4,3,3,5,3,2,2,2,3,3,1,2,4,4,5,4,3,4,4,45,45-54,Female,Owned apartment,"$25,000 - $49,999",Married,White,Full-time work,University/Higher Education,Tennessee,South
